map	sentences	rate	ABCD	W	X	Y	Z
13-a.png	スタートとみずほ銀行の間の通路をハレザ池袋方向に進む。しばらくまっすぐ進み、東池袋３の線路が見えたら、その線路沿いに左に進む。高速道路が見えたら、高速道路手前を右に曲がり、ニトリを超えた左にある場所	2.342857143	A	0	1	1	1
13-a.png	大通りを直進ししばらくすると高速道路が見えてくるのでその通りを右に曲がりそのまま直進。##しばらくするとグランドシティホテル、サントロペなどを通り過ぎるがそのまま直進。##ニトリを通り越せば目的地。##	2.828571429	A	0	0	1	1
13-a.png	大きな通りを首都高の方向に進む。首都高が見えたら右に曲がって、首都高沿いにひたすら進む。ニトリが見えたらその次にある建物。	2.885714286	A	0	0	1	1
13-a.png	まっすぐ歩いていくと、みずほ銀行やモスバーガーがありますので、それらを通り過ぎ大通りに突き当たるまで進んでください。そしたら大通り沿いを右に進んでいき、左手にあるハローワークや池袋病院を通り抜けてさらに進んだ先にニトリが右手に見えますので、その隣のビルが目的地となります。	2.628571429	A	0	0	1	1
13-a.png	ファミリーマートが見える、ニトリビルの高速道路側にそって直進しキュープラザを越え、角のローソンが見えたらその通りを左に曲がる。ハレザ池袋を超えた十字路の郵便局右手の建物に進む。	1.971428571	A	1	0	1	1
13-a.png	としま区民センターと東京建物ブリリアホールの間から、ニトリのほうを見てキュープラザ側を通って、セブンイレブンとファミリーマートの交差点まで来たら、セブンイレブンを背にして進んで最初の角のニトリ側です。	2	A	0	0	1	1
13-a.png	みずほ信託銀行を右手に見ながら歩くと高速道路の高架橋に当たります。高架橋のある交差点を右折します。##そのまま、右手にあるニトリの店舗を過ぎるまで直進します。##ニトリの店舗を過ぎたところが丸印のある地点です。##	3.228571429	A	0	1	1	1
13-a.png	左手にみずほ信託銀行を見ながら郵便局の方に進む。オークのある十字路を左折し首都高高架を正面に見ながら進み、キュープラザ先の首都高高架下の通りを右折し、ニトリ先の次にあるビル	2.628571429	A	0	1	1	1
13-a.png	セントラル・ザビーホテルを向かい側に見た状態で右方向へ通りを進んでください##左のファミマ、右側のモスバーガーを超えると高速道路にぶつかるので右折してそのまま5ブロック進んだニトリを過ぎた角が目的地です	3.114285714	A	0	1	1	1
13-a.png	今いる通りを右に行き高速の高架下まで行く、そこを右折して高架下を進む。そのまま直進すると右にニトリがあり、ニトリを通り過ぎてその隣。	3.057142857	A	0	1	1	1
13-a.png	ニトリとファミリーマートの間を高速道路下に出て、左に曲がります。次に高速道路下、左側にサントロペ、キュープラザが見える道を歩き、左手にローソンが見えたところで左に曲がります。最後に左側にWC、右側に郵便局が見えたところを右に曲がると目的地です。	2.228571429	A	1	1	1	1
13-a.png	ザ・ビーとセンチュリオンのある通りに出て、みずほ銀行の方に進み高速道路のある交差点を高速道路に沿って右折します。数ブロック進むとニトリが見えてきます。そのニトリの隣が目的地です。	3.114285714	A	0	1	1	1
13-a.png	左手へ進み、ワッカとヤマダ電機のある大きい通りを歩く。ロッテリアの角を左へ曲がり、そのまましばらく直進して高速道路がある突き当りで右に曲がってそのブロックの最終点。	2.085714286	A	0	0	1	1
13-a.png	郵便局・トイレがある交差点をガストがある方角へ歩き、ユニクロがある交差点を真っ直ぐ突っ切り、ふたつめのT字路をセブンイレブンがある方角へ歩き、ファミリーマートを横目に大きな道路まで行きそのニトリ側の角にあります。	2.6	A	0	1	1	1
13-a.png	現在地より高速道路に向かって進む。高速道路に出たら右に同じ曲がり高速道路に沿って進む。マツモトキヨシ・ニトリの建物を過ぎると目的地です。	2.628571429	A	0	1	1	1
13-a.png	郵便局を右手に道を直進し、ユニクロとマツモトキヨシの交差点を左に曲がり、ニトリの交差点を右に曲がり、ニトリの建物の隣	2.6	A	0	1	1	1
13-a.png	大通りを右に進むと高速道路があるので高速道路沿いに右折。しばらく道なりに進むと高速道路の分岐点が見えてきます。右側にマツモトキヨシとニトリがありますがそのすぐ向こうが目的地です。	3.057142857	A	0	0	1	1
13-a.png	ハレザ池袋を左手に豊島区民センターのほうへ進む。ガストを超えて十字路を左に曲がる。その後二つ目の曲がり角を右に曲がり、ニトリまで進む。ニトリについたらニトリを背にしたところ。	2.685714286	A	0	1	1	1
13-a.png	??の隣にあるみずほ信託銀行の方向に進み、モスバーガーの前を通り、高速道路の高架のある通りに突き当たったら右に曲がります。そのまましばらく直進し、ニトリの隣が目的地の??です。	3.4	A	0	1	1	1
13-a.png	みずほ信託とファミリーマートに挟まれた道を高速道路に向かって進み高速道路に突き当たったら左折し高速道路を左手に見ながら直進し右手にニトリが見えたらその並びの奥が目的地の場所	2.8	A	0	0	1	1
13-a.png	現在地からみずほ信託銀行を右手に見るように通りを進み、上を高速道路が通る交差点で右折する。そのまま道なりに進み、ニトリの先の右側。	3.4	A	0	1	1	1
13-a.png	豊島岡女子学園と住友池袋東ビルの間の道路を##池袋病院方向に進む。ヴィクトリア、ニトリのある交差点に来たらヴィクトリアを背にニトリの方角、ニトリの左側の場所。	2.114285714	A	1	0	1	1
13-a.png	みずほ信託の手前の道路を入って行ってもらうとすぐに公園が見えてきます。公園の真ん中辺りに来るととしま区民センターが対面に見えてくるのでそちらの方面へ進んでもらいます。暫く行くと高架沿いの道路に出てくるので道路を渡らずにグランドシティホテル方面へ進んでもらうとニトリが見えてくるのでニトリを越してすぐのところが目的地です。	2.771428571	A	0	1	1	1
13-a.png	郵便局とハレザタワーの間の道からとしま区民センターの方へ続く道をまっすぐ進み、ユニクロとラウンドワン、マツモトキヨシに囲まれた交差点で左折します。すると右手前方にニトリが見えるので、ニトリをコーナーに見立て右回りに曲がるとニトリの一つ先にある建物が目的地です。	2.885714286	A	0	1	1	1
13-a.png	郵便局とハレザ池袋の交差点をとしま区民センターの方に進む。##二つ目の大きな道路の交差点を渡り（直進）次のT字路を左折しコンビニのある交差点を直進したT字路の左角のところ。##隣はマツモトキヨシ。	2.257142857	A	0	1	1	1
13-a.png	目の前にある大きな通りをモスバーガー方向に右折し前進、3ブロック目の高速道路のある交差点を右折し前進、5番目の交差点の右手手前の角になります。	2.485714286	A	0	1	1	1
13-a.png	■から郵便局が見える方向へ歩き、としま区民センターが見えたら、##そこを左折して、としま区民センターの前を通ってください。##そのまままっすぐ進み、ファミリーマートの前を通って、##大通りに出たらそこを右折します。##そのままひたすらまっすぐ進み、ニトリの横を通過して、##通過し終わった最初の角が●になります。	2.685714286	A	0	1	1	1
13-a.png	ユニクロのある交差点まで直進、ユニクロ角を左折して高速高架の交差点を右折、ニトリの次の建物。	1.828571429	A	0	0	1	1
13-a.png	目の前の道路をモスバーガーの方面に歩き、その先に高架下の道路が見えてきます。そこを右に曲がり、5ブロック先のニトリにすぐ横が目的地です。	2.571428571	A	0	1	1	1
13-a.png	みずほ信託がある側の道路へ出て右に曲がる。最初の交差点を左に曲がりみずほ信託とハレザ池袋の間を進む。その後、最初の交差点を右に曲がり、しばらくまっすぐ進む。ニトリがある区画を通過したら、そこの交差点で左に曲がる。少し進んで、ニトリがある区画内の隅が目的地です。	2.971428571	A	0	1	1	1
13-a.png	まずその建物から大通りへ出てください。そうしたら右へ曲がって大通りを進みます。そうすると高架の道路が見えるので、下まできたら右に曲がって直進します。5ブロックほど先に右手にニトリがあります。ニトリに向かって左隣の建物が目的地です。	3.228571429	A	0	1	1	1
13-a.png	大通りをハレザタワー方面にしばらく進むと高速が高架になっている大通りにでます。その大通りを渡らずに右折してください。高架に沿ってしばらく進むと右手にニトリが見えてきます。ニトリを過ぎてすぐ右手に隣接しているのが目的地です。	3.742857143	A	0	1	1	1
13-a.png	高速道路の高架に向かって進み交差点を曲がる。まっすぐ進むとニトリが見えるのでその横。	2.114285714	A	0	0	1	1
13-a.png	広い通りでなく裏手の公園と区民センターの間を真っ直ぐ進み，広い通りを左に曲がり、高速道路とニトリの角を右に回ったニトリの隣の建物。	2.457142857	A	0	0	1	1
13-a.png	郵便局と区役所分庁舎の間を通る道を、郵便局を背にして区役所分庁舎を見たときに右側となる方向に直進する。高架化された道路と交わる交差点まで進み、その交差点を右折する。高架化した道路の下にある平行して延びる道を、右手にニトリが見えるまで直進。ニトリを過ぎた所の右手に見えるのが目的地。交差点の角にあります。	2.371428571	A	0	1	1	1
13-a.png	郵便局と区役所分庁舎の間の通りを郵便局を右側に見て前に進み、高速の高架下を右折、しばらく進みニトリの一つ先	2.742857143	A	0	1	1	1
15-a.png	池袋プラザホテルを左手に見ながら直進。3つの小さな交差点を直進し、太い道との交差点で右折する。三井住友銀行が左手に見えるので、三井住友銀行の建物を舐めるように左折。突き当りまで進んだ交差点の左手前に見えるのが目的地。	2.714285714	A	0	1	1	1
15-a.png	池袋プラザホテルと東急ステイホテルを左手に通過し、ロサ会館が目の前にある大きい通りまで出る。道を渡って右折し、駅前、三井住友銀行の角で左へ曲がり、5ブロック目の角、サンシティホテルの向かい。	3.4	A	0	1	1	1
15-a.png	池袋プラザを左手に道を直進し、池袋駅からの大通りを渡り、つきあたりを右に曲がり、コンビニを左に曲がり、サンシティの手前にある	2.542857143	A	0	1	1	1
15-a.png	左手に池袋プラザホテルを見ながら直進します。##大通りを挟んで三井住友銀行が見えたら大通りを渡って##右折して三井住友銀行を左手に見ながら直ぐの交差点を左折します。そのまま直進して通りを挟んでサンシティホテルが見えたら、その手前が丸印の地点です。##	3.314285714	A	0	1	1	1
15-a.png	池袋プラザが左手側になるように立ち、東急ステイ方面へまっすぐ進む。四つ目の通りに出たら三井住友銀行側に大通りを渡る。大通りを渡ったら三井住友銀行側にすすみ、三井住友銀行に沿うように左に曲がり、まっすぐ進む。##左に曲がる角の四つ目の奥側、サンシティホテルの向かい側が目標の地点です。####	3.257142857	A	0	1	1	1
15-a.png	池袋プラザとディーデンタルスタジオの間の道を池袋駅方向へ直進し大通りに出たら道路を挟んで向かいにある三井住友の右側に回り込み三井住友を左手に見て直進し左折路4本を通り越した左手に目的地がある	3.028571429	A	0	1	1	1
15-a.png	■印から、池袋プラザと東急ステイに沿ってまっすぐ進むと、広い通りに出ます。その通りを渡ったところに三井住友銀行があります。三井住友銀行が大きな交差点に接している道をさらに進むと、左手にファミリーマートが見えます。さらにまっすぐ進むと、サンシティホテルの建つ交差点に出ます。その交差点の、渡る手前の角にあるのが目的地●です。	2.914285714	A	0	1	1	1
15-a.png	■地点を左手にして進みすぐ左折、左手に池袋プラザがある道を広い道路に出るまで直進する。その道路を横断し右手に三井住友がある小道を直進、すぐ先の交差点を右折するとファミリーマートがあるのでその先の交差点を左折する。そこから左折できる道を3つ過ぎた先の左側	2.6	A	0	1	1	1
15-a.png	池袋プラザホテルと東急ステイを左手に見ながら進むと通りにぶつかります。右に曲がってすぐに池袋駅前になるので通りを渡り三井住友銀行の左側の道に入って行って下さい。そのまま進みサンシティホテルにぶつかる手前の左角が目的地です。	2.771428571	A	0	1	1	1
15-a.png	池袋プラザより、東武百貨店横の池袋駅近くマツモトキヨシのある方向まで進み、サンシティホテルが見える手前のビルまで進む	2.228571429	A	0	1	1	1
15-a.png	池袋プラザホテルを左に見てJR池袋駅に向かい、三井住友銀行と池袋駅の間をJR方面に進み、サンシティホテルの対面の角	2.485714286	A	0	1	1	1
15-a.png	池袋プラザホテルの通りを、ホテルを左手に見ながら直進します。大通りを三井住友銀行側に渡り、銀行を左に見ながら道路を直進します。サンシティホテルの向かい側の場所が目的地です。	3.228571429	A	0	1	1	1
15-a.png	鋭角にとがったほうの丁字路を池袋プラザホテルを左に見ながら進んでください。大通りに出たら右折。大きな交差点を直角に左折したら次の大きな交差点の左手前角が目的地です。	2.314285714	A	0	1	1	1
15-a.png	大通りに出るまでまっすぐ進んでください。すると向かい側に三井住友銀行があるので、そこを右手に進むと左手に斜めに進む道がありますので、その道をサンシティーが見えるところまで歩いていきます。目的地はサンシティーの道を挟んだ反対側の建物となります。	2.742857143	A	0	0	1	1
15-a.png	東急ステイ方面に行く、そのまま大通りまで出たら右折、大きな交差点があるのでそこを左に渡たりそのまま直進、ファミリーマートを左に見てそのまま直進突き当りにサンシティホテルがあり、その手前の建物	3.285714286	A	0	0	1	1
15-a.png	ディーデンタルスタジオを右手に、池袋プラザを左手に見て進み、東急ステイの先の交差点を左折します。正面にエクセルビルがある突き当りを右折します。大きめの道路を横断しそのまます進み、ドン・キホーテや大久保病院のあるブロックの手前を右折します。暫く進んだ先のサンシティのある交差点の手前右側が目的地です。	2.742857143	A	0	1	1	1
15-a.png	スタープラザと池袋プラザの通りをファミリーマートまで行く。ファミリーマートを右に曲がり、池袋駅まで行き、途中の三井住友銀行を左に曲がる。左に曲がったら、ファミリーマートを超えた3番目と4番目の間である。	2.885714286	A	0	1	1	1
15-a.png	現在地から池袋プラザホテルを左手に見ながら直進する。TSUTAYAのある通りに出たら、反対側に渡り、TSUTAYAを背に三井住友銀行のほうへ進む。三井住友銀行の角を左折し、直進するとサンシティホテルに突き当たるので、その手前の左側	3.057142857	A	0	1	1	1
15-a.png	池袋プラザとディーデンタルスタジオの間の通りを池袋プラザを左側に見て前に進み、大通りに出たら三井住友銀行側に右折し、三井住友銀行の先を左折して、しばらく進むとサンシティホテルの手前	3.085714286	A	0	1	1	1
15-a.png	現在地より東急ステイを過ぎ池袋駅に向かう大通りに出る。正面に三井住友銀が見えるので池袋駅方面へ。すぐ角を左に曲がり進む。ファミリーマートを過ぎ3本目の通りを超えると目的地です。	3.142857143	A	0	1	1	1
15-a.png	池袋プラザとディーデンタルスタジオの間の道をロサ会館の方へ進み、ロサ会館まで来た所で右折します。左手に見える三井住友銀行をコーナーに見立てて左回りに進み、その道の左側、三井住友銀行の4つ先の建物で、サンシティの手前にあるのが目的地です。	2.971428571	A	0	1	1	1
15-a.png	池袋プラザから池袋駅のほうへ向かい、池袋駅前のマツモトキヨシの裏手にサンシティというホテルがあるので、その向かいの建物です。	2.714285714	A	0	0	1	1
15-a.png	■から池袋プラザや東急ステイが有る方へ歩き、##目の前に三井住友銀行の建物が見えたら、右側に池袋駅が見えます。##池袋駅の方へ向かいつつ、三井住友銀行の前を通り終わったら、##左折してください。##まっすぐ進むと、ファミリーマートが見えるので、そのまままっすぐ進み、##目の前にサンシティが見えたところの交差点の手前の角が●になります。	3.171428571	A	0	1	1	1
15-a.png	池袋プラザホテル、東急ステイホテルのある道を東急ステイホテル側にまっすぐ進む。交差点に出たら右に曲がり、三井住友銀行のある交差点をファミリーマートの方向に進む、突き当りサンシティホテルを目の前にその左側。	2.742857143	A	0	1	1	1
15-a.png	池袋プラザとのディーデンタルスタジオの間から、三井住友銀行のほうに進んでファミリーマートまで来たら、池袋駅のほうを見てマツモトキヨシ側を通ってサンシティホテルの手前の角です。##「○○を背にして△△側から××方向に進んで」	1.771428571	A	0	1	1	1
15-a.png	??から隣の池袋プラザホテルの前を過ぎて、次の十字路を右に曲がります。前方に交番がある大通りに出たら左に曲がります。そのまま三井住友銀行のある大通りを直進し、サンシティホテルの手前が目的地??です。	3.028571429	A	0	1	1	1
15-a.png	池袋の駅を目指して行き、駅が見えたら三井住友銀行がある交差点をファミリーマートがある方角へ向かいサンシティホテルがあるビルの向かいになります。	2.742857143	A	0	0	1	1
15-a.png	目の前の道をすぐ横の池袋プラザ、東急ステイ方向に歩きます。3ブロック先に直角に交わる大通りがあり、その斜め向かいに三井住友があり、その細道に入ります。右に曲がりファミリーマートの角を再び右に曲がり、3ブロック先の左が目的地です。	2.485714286	A	0	1	1	1
15-a.png	地下鉄の通っている広いとうりまで出てJR池袋駅方面まで進み、三井住友銀行のある五差路を斜め左、サンシティーホテル方面に直進、ホテルのある交差点手前左角。	2.371428571	A	0	0	1	1
15-a.png	池袋プラザと東急ステイを左手に見ながら前進し、突き当りを池袋駅方向に右折し2ブロック目を左折し前進、左手の5ブロック目にある場所になります。	2.714285714	A	0	1	1	1
15-a.png	サンシティ、ファミリーマートを背にして直進し、三井住友銀行が右手に見える五差路をTSUTAYA側に右折。左手にファミリーマートが見えたところで左折し、突き当たりをさらに左折したところが目的地です。	2.514285714	A	1	1	1	1
15-a.png	池袋プラザとディーデンタルスタジオの間の道を池袋プラザを左に見て進む。##三つ交差点を直進すると大通りに出る。##右斜め向かいの小さめの道に進むとT字路に出るので右折。##コンビニの角を左折して3軒目のところ。##サンシティとマツモトキヨシの向かい。	2.885714286	A	0	1	1	1
15-a.png	東武があるほうのJR池袋駅出口まで戻ってください。池袋駅を背にして右手にマツモトキヨシがあります。その裏の細い路地を進むと十字路があります。その十字路を渡って右手、サンシティの向かいに目的地があります。	2.914285714	A	0	0	1	1
15-a.png	目の前の道を池袋駅に向かって進む。東武の建物の前に着いたら斜め45度の位置に目的地がある。	1.6	A	0	0	1	0
15-a.png	ディーデンタルスタジオがある側の道路へ出る。その後、左に曲がりT字路1つと交差点３つをまっすぐ進む。広い通りに出たらそれを渡り右に曲がる。三井住友と池袋駅がある大きな交差点についたら左に曲がり、サンシティがある方へ進む。サンシティがある区画の１つ手前の区画内にある池袋駅に近い側が目的地です。	2.457142857	A	0	1	1	1
15-a.png	池袋プラザ方向に進み、大きな通りに出るまで進む。大きな通りの向こう側に三井住友銀行があるので、三井住友銀行を右手に進む。T字路に当たるので、右にファミリーマートがあるところまで進み、ファミリーマートを超えらた左に曲がる。しばらく進むと正面にサンシャインシティホテルがあるので、ホテル手前左側の場所	2.828571429	A	0	0	1	1
15-a.png	池袋プラザ、東急ステイの前の道を進むと大きな通りに出る。ほぼ真っ直ぐの方向に三井住友がある。そこを進んだ道の突き当たりで右に曲がると角にファミマがあって、左に曲がる。そこから左側の3つ目の曲がり角の場所。	2.857142857	A	0	1	1	1
15-a.png	池袋プラザや東急ステイがある通りに出てください。そうしたら、池袋プラザや東急ステイの前を通って大通りまで進んでください。そうすると三井住友銀行見えます。大通りから三井住友銀行を内側にして左へ曲がってください。##まっすぐ進むとサンシティが目の前に出てきます。その手前のブロックの左手に目的の建物があります。	3.171428571	A	0	1	1	1
15-a.png	池袋プラザ、東急ステイを左に見て進み、最初の十字路を右折する。次の角を左折して池袋駅方面に進み、大きな通りを渡ったら、三井住友銀行を左に見て更に池袋駅方向へ。ファミリーマートから数えて三つ目のブロック	2.714285714	A	0	1	1	1
15-a.png	池袋プラザホテルと東急ステイホテルの前を通り過ぎて直進。4筋目に大通りに出るので渡る。三井住友銀行の左手に進みそ角を左折して直進。路地を4筋過ぎれば目的地。	3.028571429	A	0	0	1	1
17-a.png	左側のバラ園に沿った道に出て右に前進すると、水路沿いの道が出てくるので右に進み、橋が出てきたら渡って右に少し進む。	2.571428571	A	0	1	1	0
17-a.png	西蔵院を後ろにしてあじさい園からバラ園を通り道路を挟んだだバラ園に行きます。第二駐車場沿いに右手に歩いて、最初の道を左手です。	2.057142857	A	0	1	1	1
17-a.png	■からあじさい園とは逆の方向、つまりあじさい園を背中にしてまっすぐ進んでください。##小川が見えたら、右に曲がって小川に沿ってまっすぐ進んでください。##右側に水辺の広場、左側に第二球場が見えますので、まっすぐ進み、##ちょうど第二球場を通り過ぎた直後、つまり第二球場を端っこに着いたら、##左折して小川を渡り終えたところが●になります。##	2.885714286	A	0	1	1	1
17-a.png	あじさい園からバラ園を抜けて、水路の向かい側にある第二球場を目指します。水路を背にして立ち正面に第二球場、左手にバラ園が見える位置より右手側が目的地となります。	2.685714286	A	0	1	1	1
17-a.png	バラ園を抜けて水辺の広場方面に行く。そこから第二球場のある方向に渡って、第二球場の正面右にある道の角あたり。	2.885714286	A	0	0	1	1
17-a.png	??からあじさい園を背にして進み、最初の三叉路を左、次の十字路を右に曲がります。左手に水辺の広場を見ながら直進すると、広くなっている場所に出るので左に曲がります。十字路を過ぎて三叉路を左に曲がります。直進し、WCのところを左折し、平行している通路をUターンします。次の右に曲がる路地を入ると目的地??です。	2.542857143	A	0	1	1	1
17-a.png	あじさい園から水辺の広場へ向かい左手の曲がると道路に出ます。道路を挟んで向かい側に第二球場があり、その右隣の位置が目的の場所です。	3	A	0	1	1	1
17-a.png	バラ園内のロータリー状の歩道から、川の方へ向かう直線の歩道へ出て、突き当たったら右折して川の手前の道を進み、第二球場を過ぎたところで川を渡る。	2.4	A	0	1	1	1
17-a.png	西蔵院を背にして、前方第二球場を目標に進み、第二球場のホームベースサイドやや一塁側	2.285714286	A	0	1	1	1
17-a.png	あじさい園を背に、バラ園が左手～正面に見える所が出発地です。水辺の広場と第二球場に挟まれた道路を、第二球場が左手に見えるように直進してください。多目的広場が遠方左に、ＷＣが右前方に見える所が目的地です。	2.657142857	A	0	1	1	1
17-a.png	バラ園から第二球場方面へ行き水路のそばの通を水路を左手に道なりに進み、二つ目の水路を渡る道を渡った先のところ	2.542857143	A	0	1	1	1
17-a.png	現在地から水辺の広場へ向かって行く。そのまま川を越えて第二球場を目指していき、川を越えてすぐ左手に第二球場を見た右手側の場所である。	2.971428571	A	0	1	1	1
17-a.png	水辺の広場のトイレに向かいます。トイレ手前を左に進み、さらにすぐ左で小川に沿って進みます。すると、右に行ける道があるので右折で小川を渡ります。渡ってすぐ左が目的地となります。	2.628571429	A	0	0	1	1
17-a.png	まずスタート地点の近くにある二つのバラ園の間の道を球場の方へ進みます。球場側のバラ園の側まできたら右折して第二球場と水辺の広場の間の道を進んでいき、第二球場を超えたところすぐ左側が目的地です。	3.028571429	A	0	1	1	1
17-a.png	あじさい園から水辺の広場へ向かい、第二球場を目指す。第二球場ホームベース側の右隣が目的地。	3.028571429	A	0	1	1	1
17-a.png	第二球場方面に向かって進み、水辺の広場を越えた場所が目的地です。	1.714285714	A	0	0	1	0
17-a.png	あじさい園をでてバラ園方向に向かいます。バラ園を左に見て進み第二球場を通り過ぎたところ。	1.971428571	A	0	1	1	0
17-a.png	手前のバラ園方向すぐ右手の歩道に入り直進、交差点左折、十字路右折、突き当りを左折し時計回りに移動後十字路で左折、T字路で右折し直進、WC手前の交差点をUターーンする感じで左折左折し、その先の交差点を右折して橋を渡った先のすぐ左側	2.514285714	A	0	1	1	1
17-a.png	あじさい園から水辺の広場方面に第二球場にぶつかるまで進んでください。第二球場で、右に曲がり第二球場を越えた左側に目的地があります。	2.885714286	A	0	1	1	1
17-a.png	まず水辺の広場の方へ進むと、通路と川が見えます。川を渡る道を渡り、第二球場入口の右横の角が目的地です。	2.914285714	A	0	0	1	1
17-a.png	あじさい園右に進み、を背に第二球場前の川沿いの道まで出て、左手に球場が途切れたところで左に皮を渡ったところの右角。	2	A	0	0	1	1
17-a.png	道なりに歩きつき当りを左、すぐに交差点が見えてくるので右に曲がりしばらく道なりに歩きます。Y字を左に行きその先をすぐに左に曲がると公園の出口が見えてきます。公園を出て、川を超えたすぐ右側が目的地です。	1.885714286	A	0	0	1	1
17-a.png	あじさい園を背にしてバラ園を見たときに右側となる方向の道を進む。道なりに進むとぶつかる丁字路を左折。次の十字の交差点を右折して進む。道が左右に分かれているので左に進み、次の交差点も左へ。十字の交差点まで進んだら左折。次の丁字路を右折しトイレ付近まで進む。左側に平行して走る道に移動し、トイレを背にした時に左側となる方向に進む。右側に入る道があるので右折し、川を渡ってすぐ左側に見えるのが目的地。	3.085714286	A	0	1	1	1
17-a.png	■に通じる歩道を出て、突き当たりの丁字路を左折。すぐ次の交差点を右折し真っ直ぐに進む。その先の大きな広場で左に９０度曲がる。その先の丁字路の行き止まりを右折しＷＣ近くで来た歩道の川側の平行する方に移り来た方向に戻る。次の右に分かれる丁字路で川を渡り、その先の左側が●。	2.628571429	A	0	1	1	1
17-a.png	今いるあじさい園から右側にバラ園を見ながら水辺の広場に向かいます。第二駐車場に向かって大通りを渡ったところが目的地です。	2.742857143	A	0	1	1	1
17-a.png	西蔵院を背にして前方に進み川沿いの道にまで出て、右手に進む。第二球場を左手に見ながら通り過ぎたところの角を左手に曲がり、川を渡ってすぐ左手の場所。	3.314285714	A	0	1	1	1
17-a.png	あじさい園とバラ園の間から、水辺の広場のほうを見て進み、第二球場の三塁側からホームベース方向に進んで、第二球場のホームベース付近の道を挟んで向かいの角です。	2.914285714	A	0	1	1	1
17-a.png	水辺の広場とWCの間であり、かつ第二球場にも隣接している場所	1.771428571	A	0	0	0	1
17-a.png	あじさい園のバラ園の円形の細道の一本お寺に近い小道からスタートして水辺の広場を通り抜け、第二球場が左に見えたら、入ってすぐの場所。	2.285714286	A	0	0	1	1
17-a.png	あじさい園が後ろにと円形のバラ園が前に見えますので円形のバラ園の道を左手前に進みます。交差点がありますのでそれを右に直進し突き当りまで進みます。突き当りを右に曲がり水辺の広場が右手に見える二つ目の交差点を左に曲がります。川を渡り川沿いを右に歩いていくと道路がありますので道路を左に行きすぐのところが目的地です。	2.771428571	A	0	1	1	1
17-a.png	あじさい園から西蔵院を背に町制記念公園方向に進み突き当りを右折して小川沿いに進みます。第二球場のバックネットを過ぎると小川を渡る左折の道を通り、小川を渡った左手が●です。	3.057142857	A	0	1	1	1
17-a.png	あじさい園からバラ園を抜けて第二球場の方向へ行き、水辺の広場を通り過ぎ、水路と交わる1つ目の道です	1.885714286	A	0	1	1	0
17-a.png	バラ円側に向いて立ち右前方に水辺広場を見ながら第二球場を目指して直進し第二球場に突き当たったら右折、第二球場が途切れた地点、右手前方にトイレが見える場所が目的地	2.171428571	A	0	1	1	1
17-a.png	円形のバラ園まで芝生を歩いて下さい。バラ園の入り口から続く遊歩道を抜けると丁字路に出るので右折。突き当りを右折して日本目の端を渡ったすぐ左側が目的地です。##	2.457142857	A	0	0	1	1
17-a.png	バラ園の中を進み、川沿いの通りに出ます。川を左手に見て進み水辺の広場を越えた先の丁字路を左折して川を渡ったすぐ先の左手が目的地です。	2.771428571	A	0	0	1	1
17-a.png	あじさい園からバラ園を右手に見て進み角をあじさい園を背に進む　バラ園を背に水辺の広場を左手に進み広場に出たら水辺の広場を右手に進む　突き当りを水辺の広場を背にトイレに向かって進みトイレを背に川方面に進み水辺の広場方面に進むと橋があるので渡りそこが目的地	2.514285714	A	0	1	1	1
17-a.png	バラ園を左手に見ながら前進し突き当りを左折し直進、最初の十字路を右折し二股路を左を選択する。突き当りを左折し道なりに前進。最初の十字路を左折しすぐ突き当りを右折、右手にＷＣがある手前の横道を左折し前進、小川を超えたすぐの左手になります。	2.857142857	A	0	1	1	1
17-a.png	水辺の広場を通り多目的広場に向かう。左角に第二球場があり、その反対の右角が目的地。	2.628571429	A	0	0	1	1
17-a.png	まず水辺の広場に向かってください。水辺の広場と第二球場の間に道がありますので第二球場を左手に見ながら少し進んでください。第二球場を越えた所で小川を渡ったら右手が目的地です。	3.2	A	0	0	1	1
17-a.png	道を隔てた向こう側に野球場やテニスコートのある町政施行記念公園があります。西蔵寺を背にして立つと左手奥が第一球場、右手前が第二球場になっています。その第二球場のホームベース側付近の道を挟んで向かい側に目的地があります。	2.857142857	A	0	1	0	1
18-a.png	地下鉄ではない成増駅方面へ向かうので三井住友銀行とは反対方向へ直進。T字路まできたら右折。駅を渡ってロータリーを右方向へを抜け一筋目を左折し次の筋に入る角、西友の向かい側が目的地。	2.371428571	A	0	0	1	1
18-a.png	地下鉄成増駅のほうへ向かう。その後、広い交差点にて三井住友とみずほの間を通って成増駅のほうへ進む。少し開けた場所に出たら、小道に入り成増会館の前を通って進む。やや広い道に出たら左に曲がる。線路を通過して最初の交差点を左に曲がる。成増駅の前にあるT字路を右に曲がる。カワシマビルがある区画内の西友とWCに面する角地が目的地です。	2.457142857	A	0	1	1	1
18-a.png	成増駅方面に直進し、駅を越えて西友の入っている建物を左手に見た向かい側の地点が目的地です。	2.571428571	A	0	0	1	0
18-a.png	三井住友銀行を背に細い道をまっすぐ進み突き当たりを右へ。成増駅構内を横切り正面に西友が見えたら右へ進んですぐ左折、トイレの手前の右側の角。	2.828571429	A	0	1	1	1
18-a.png	三井住友銀行とみずほ銀行の間を通ってまず成増駅まで行ってください。その次に西友方面に向かってください。西友と道路を隔てて右側角が目的地です。	2.342857143	A	0	0	1	1
